0,0
4,0
69,0
104,0
9,0
41,0
11,0
16,0
50,0
23,0
24,0
90,0
28,0
93,0
89,1
1,1
33,1
37,1
103,1
105,1
45,1
109,1
25,1
32,2
64,2
2,2
100,2
6,2
39,2
106,2
13,2
15,2
47,2
60,2
98,3
3,3
5,3
102,3
40,3
72,3
10,3
74,3
107,3
81,3
52,3
84,3
68,4
7,4
8,4
108,4
77,4
78,4
111,4
51,4
21,4
22,4
34,5
99,5
36,5
38,5
71,5
42,5
43,5
12,5
14,5
18,5
85,5
54,5
26,5
61,5
31,5
96,6
65,6
70,6
76,6
17,6
113,6
20,6
87,6
56,6
27,6
62,6
95,6
35,7
101,7
79,7
80,7
82,7
19,7
55,7
94,7
29,7
30,7
97,8
66,8
91,8
75,8
44,8
48,8
112,8
86,8
57,8
58,8
59,8
92,8
63,8
67,9
73,9
46,9
110,9
49,9
114,9
83,9
53,9
88,9
